0,"[ 0.00000000e+00  1.24031745e-01  8.63958219e+00  4.93390314e-02
  5.26701679e+00  8.13236610e-05 -6.01876916e-05 -1.25158557e-07
  3.48409638e-08  4.16149250e-11 -6.73242018e-12]",3219130.275005056
0,"[ 0.00000000e+00 -4.88345768e+00 -6.21194106e+00 -2.81109825e+00
 -4.39820113e+00  8.13236610e-05 -3.54795119e+00 -1.25158557e-07
  3.48409638e-08  4.16149250e-11  1.49688379e+00]",3625624.761597335
0,"[ 0.00000000e+00 -4.85056201e+00 -6.21194106e+00  4.93390314e-02
  2.49173100e+00  8.13236610e-05  7.22708020e+00 -1.25158557e-07
  3.48409638e-08 -9.26185554e+00  1.52608556e+00]",3625691.1168661704
0,"[ 0.00000000e+00 -6.46749982e+00 -6.21194106e+00  4.93390314e-02
  5.23136917e+00  8.13236610e-05 -6.01876916e-05 -1.25158557e-07
  3.48409638e-08  8.31555554e+00  8.81390650e+00]",3627135.2326991023
0,"[ 0.00000000e+00 -3.32866856e+00 -6.21194106e+00  4.93390314e-02
 -6.83094782e+00 -5.01833091e+00  8.43469120e+00 -1.25158557e-07
  4.28501805e+00  4.16149250e-11 -6.73242018e-12]",3633108.3078051233
0,"[ 2.25983246e+00  1.24031745e-01 -6.21194106e+00 -5.17871925e+00
 -1.29615876e+00  8.13236610e-05 -6.01876916e-05 -1.25158557e-07
  6.01034897e+00  4.16149250e-11  3.52002878e+00]",3675397.7480728077
0,"[ 5.12814007e+00  1.24031745e-01 -6.21194106e+00  4.93390314e-02
  3.81084816e-02 -2.80453082e-01  9.47054676e+00 -9.90151883e+00
  3.48409638e-08  4.16149250e-11  4.22891657e+00]",3676589.410151682
0,"[ 3.99533100e+00 -8.69409013e+00 -6.21194106e+00  4.93390314e-02
  3.81084816e-02  8.03702313e+00  7.52272304e+00 -1.25158557e-07
 -7.46198044e+00  6.07598143e+00 -6.73242018e-12]",3677664.6079398682
0,"[ 2.40923974e+00  1.24031745e-01 -6.21194106e+00  2.60690472e+00
  1.46978539e+00 -8.24329505e-01 -6.01876916e-05 -8.45390212e+00
  3.48409638e-08  3.95020489e+00  4.77832275e+00]",3679177.366457275
0,"[ 3.82836630e+00  1.24031745e-01 -6.21194106e+00  8.31068016e-01
  3.81084816e-02  8.13236610e-05 -9.30045134e+00  2.87210143e+00
 -1.26365125e+00 -9.01815933e+00  8.42071886e+00]",3681126.312740779
0,"[ 0.00000000e+00  1.24031745e-01 -6.21194106e+00  4.93390314e-02
  3.81084816e-02 -7.02030551e+00 -6.01876916e-05 -1.25158557e-07
  3.48409638e-08  4.16149250e-11 -6.73242018e-12]",3681491.578993837
0,"[-6.01177591e-01  1.24031745e-01  4.14051358e+00 -4.87391752e-01
  3.81084816e-02  8.13236610e-05 -6.01876916e-05 -4.46358519e+00
  3.48409638e-08  4.16149250e-11 -6.73242018e-12]",3682072.1210986623
0,"[-2.57205846e+00 -5.02538475e+00  1.23975249e+00  3.72935144e+00
  3.81084816e-02 -1.45384093e+00 -6.01876916e-05 -2.55962020e+00
  3.48409638e-08  4.16149250e-11 -3.71357332e+00]",3688334.7062542103
