0,"[ 0.00000000e+00  1.24031745e-01 -6.21194106e+00  4.93390314e-02
  3.81084816e-02  8.13236610e-05 -6.01876916e-05 -1.25158557e-07
  3.48409638e-08  4.16149250e-11  1.46456166e+00]",6.0
0,"[ 0.00000000e+00  1.24031745e-01 -6.21194106e+00  4.93390314e-02
  3.81084816e-02  8.13236610e-05 -6.01876916e-05 -1.25158557e-07
  6.35366299e-02  4.16149250e-11 -6.73242018e-12]",6.0
0,"[ 0.00000000e+00  1.24031745e-01 -6.21194106e+00  4.93390314e-02
  3.81084816e-02  8.13236610e-05 -6.01876916e-05  7.07804189e-02
  3.48409638e-08  4.16149250e-11 -6.73242018e-12]",6.0
0,"[ 0.00000000e+00  1.24031745e-01 -6.21194106e+00  4.93390314e-02
  3.81084816e-02  8.13236610e-05 -6.01876916e-05  1.65471585e+00
  3.48409638e-08  4.16149250e-11 -6.73242018e-12]",6.0
0,"[ 0.00000000e+00  1.24031745e-01 -6.21194106e+00  4.93390314e-02
 -3.65127372e+00  8.13236610e-05 -6.01876916e-05 -1.25158557e-07
  3.48409638e-08  4.16149250e-11 -6.73242018e-12]",6.0
0,"[ 0.00000000e+00  1.24031745e-01 -6.21194106e+00  4.93390314e-02
  3.81084816e-02  8.13236610e-05 -3.97084097e+00 -1.25158557e-07
  3.48409638e-08  4.16149250e-11 -6.73242018e-12]",6.0
0,"[ 0.00000000e+00  1.24031745e-01 -3.30827528e+00  4.93390314e-02
  3.81084816e-02  8.13236610e-05 -6.01876916e-05 -1.25158557e-07
  3.48409638e-08  4.16149250e-11 -6.73242018e-12]",6.0
0,"[ 0.00000000e+00  1.24031745e-01 -6.21194106e+00  4.93390314e-02
  3.81084816e-02  4.18312510e+00 -6.01876916e-05 -1.25158557e-07
  3.48409638e-08  4.16149250e-11 -6.73242018e-12]",6.0
0,"[ 0.00000000e+00  1.24031745e-01 -6.21194106e+00  4.93390314e-02
  3.81084816e-02  3.40609068e-01 -6.01876916e-05 -1.25158557e-07
  3.48409638e-08  4.16149250e-11 -6.73242018e-12]",6.0
0,"[ 0.00000000e+00  1.24031745e-01 -6.21194106e+00  4.93390314e-02
  3.81084816e-02  8.13236610e-05  3.90339834e+00 -1.25158557e-07
  3.48409638e-08  4.16149250e-11 -6.73242018e-12]",6.0
0,"[ 0.00000000e+00  1.24031745e-01 -6.21194106e+00  4.93390314e-02
  3.81084816e-02  8.13236610e-05 -6.01876916e-05 -8.82290218e-02
  3.48409638e-08  4.16149250e-11 -6.73242018e-12]",6.0
0,"[ 0.00000000e+00  1.24031745e-01 -1.13607061e+00  4.93390314e-02
  3.81084816e-02  8.13236610e-05 -6.01876916e-05 -1.25158557e-07
  3.48409638e-08  4.16149250e-11 -6.73242018e-12]",6.0
